Name;Last;Chg.% 1D Chg.Abs.;DateTime;ISIN;Turnover Volume;Bid Volume;Ask Volume;Maturity;Status
BAWAG P.S.K.WB.WD12-24/04;98.690;+0.06%+0.060;03/07/202414:15:14;AT0000A0WMR3;10,200;--;--;09/14/2024;D
BAWAGPSK WBB 3,75% Anl.23-26/1;99.830;+0.13%+0.130;03/07/202414:15:10;AT0000A35MS8;186,000;--;--;09/18/2026;D
sWBB 1,0% WBA 16-27/04;91.950;0.00%0.000;03/07/202414:15:07;AT000B116603;6,000;--;--;09/06/2027;D
HTB 2,8% OEFF.PFBR 23-28/S.234;98.000;-0.43%-0.420;03/07/202414:15:07;AT0000A339G1;28,000;--;--;03/27/2028;D
Hypo-WBB WA OOE. 17-28/2;89.100;-0.89%-0.800;03/07/202414:15:06;AT0000A1Q055;22,000;--;--;01/12/2028;D
RLBVbg 2,5% SV 22-29/S.2;93.900;-0.63%-0.600;03/07/202414:15:04;AT000B067012;24,000;--;--;09/02/2029;D
RLB.STMK FRN.17-25/27;98.450;-0.10%-0.100;03/07/202414:15:00;AT000B092994;2,000;--;--;01/13/2025;D
Hypo-WBB WA Tir. 16-26/11;98.250;-0.09%-0.090;03/07/202414:15:00;AT0000A1LK31;5,000;--;--;07/01/2026;D
BTV Nachrangige Anl. 17-27/22;94.910;+4.30%+3.910;03/07/202413:16:38;AT0000A1YQC0;60,000;--;--;10/20/2027;D
OB nachr.Stufenzins Anl. 19-29;90.490;+5.22%+4.490;03/07/202413:16:29;AT000B126909;30,000;--;--;01/21/2029;D
AllgSpk 170Jah.Jub.Anl.19-26/4;94.460;+0.12%+0.110;03/07/202413:00:25;AT000B101340;200,000;--;--;01/21/2026;D
UBM 3,125% Sustain-Li-Bd.21-26;85.000;-0.32%-0.270;03/07/202412:45:25;AT0000A2QS11;1,000;--;--;05/21/2026;D
RLB STMK ESG OBL 23-25/1;100.100;-0.05%-0.050;03/06/202414:15:29;AT000B093950;50,000;--;--;05/22/2025;D
RLB STMK 2,15 % Anl.22-27/5;96.150;+0.05%+0.050;03/06/202414:15:26;AT000B093745;64,000;--;--;02/05/2027;D
Hypo-WBB WA Stmk. 10-25/1;99.850;-0.15%-0.150;03/06/202414:15:24;AT0000A0FDE5;90,000;--;--;02/15/2025;D
RLBVbg 1% Fixzins Obl.19-26/2;93.700;-0.53%-0.500;03/06/202414:15:16;AT000B066733;14,000;--;--;07/18/2026;D
HWBB 4% WB-WA 22-34/4 OOE;104.000;+1.56%+1.600;03/06/202414:15:15;AT0000A31FU7;15,000;--;--;11/07/2034;D
Hypo-WBB WA Bgl. 14-25/24;99.640;-0.05%-0.050;03/06/202414:15:14;AT0000A1AMU1;4,800;--;--;12/19/2025;D
RLB STMK 3,5% OBL 23-26/8;99.500;-0.05%-0.050;03/06/202414:15:10;AT000B093877;20,000;--;--;01/23/2026;D
OOLB variabel  Anl.22-27/S 56;98.850;-0.25%-0.250;03/06/202414:15:09;AT0000A30FD5;3,000;--;--;10/07/2027;D
RaiffWBB 1,1-2% StzWA 17-27/19;94.400;+0.43%+0.400;03/06/202414:15:08;AT000B124623;200,000;--;--;10/06/2027;D
RLB STMK 3%OBL.22-25/7;98.750;+0.10%+0.100;03/06/202414:15:00;AT000B093794;100,000;--;--;10/06/2025;D
EGB CMS NR-Floater 17-27/1551;94.200;-2.89%-2.800;03/06/202413:16:03;AT0000A1U9K9;34,000;--;--;04/05/2027;D
EGB 5,25%  NR Anl.23-31/S.1831;106.950;+3.13%+3.250;03/06/202413:15:53;AT0000A324R0;200,000;--;--;02/06/2031;D
EGB 3,50% Anleihe 22-25/S.1793;98.800;+0.82%+0.800;03/06/202413:15:43;AT0000A31FE1;6,000;--;--;11/21/2025;D
EGB 0,20% KMU-Anl. 21-28/1689;85.950;+2.69%+2.250;03/06/202413:15:31;AT0000A2TKB3;8,000;--;--;11/02/2028;D
BTV Kapitalschutzanl. 19-25/4;120.470;+0.96%+1.150;03/06/202413:15:14;AT0000A26HZ2;100,000;--;--;03/28/2025;D
UBM 7% Green Bonds 23-27;101.000;0.00%0.000;03/06/202412:45:00;AT0000A35FE2;11,000;--;--;07/10/2027;D
Hypo-WBB WA Sbg. 13-28/4;96.000;-14.51%-16.300;03/05/202414:30:37;AT0000A0ZCR7;40,000;--;--;01/30/2028;D
AAB var. Anl. 18-25;99.400;0.00%0.000;03/05/202414:15:27;AT0000A1ZTA5;10,000;--;--;01/29/2025;D
Hypo-WBB WA Bgl. 13-24/21;99.310;+0.63%+0.620;03/05/202414:15:24;AT0000A10US4;10,000;--;--;08/01/2024;D
RLBTir KMU-Anleihe 19-26/S.9;90.700;+0.22%+0.200;03/05/202414:15:07;AT0000A2B5T0;12,000;--;--;11/25/2026;D
3BK-WBB Stuf.Zi.WA.16-26/Oberb;94.110;0.00%0.000;03/05/202413:00:23;AT0000A1LKC0;4,000;--;--;07/15/2026;D
HTB nr.Stfz.SV 19-29/S.201;92.010;-1.06%-0.990;03/05/202413:00:15;AT0000A25KU9;20,000;--;--;01/21/2029;D
3BK-WBB Stuf.Zins.WA.15-28/BKS;93.750;0.00%0.000;03/05/202413:00:15;AT0000A1E2D9;4,000;--;--;06/02/2028;D
ASpk3,25%nrFix-to-Fl.16-25/1;99.120;0.00%0.000;03/05/202413:00:10;AT000B101191;6,000;--;--;01/27/2025;D
EGB 1,90% Anl.22-27/DIP S1715;93.500;-0.64%-0.600;03/05/202413:00:04;AT0000A2Y9H0;100,000;--;--;06/30/2027;D
UBM 2,75% Anleihe 2019-2025;91.150;0.00%0.000;03/05/202412:45:27;AT0000A2AX04;20,000;--;--;11/13/2025;D
RLBVbg 2,125% SV 22-27/S.1;94.600;-1.05%-1.000;03/04/202414:15:22;AT000B067004;44,000;--;--;08/16/2027;D
HWBB MinMax WA 21-37/1 OOE;78.600;-0.82%-0.650;03/04/202414:15:22;AT0000A2VD78;114,000;--;--;02/17/2037;D
RLB.STMK OBL.16-24/3;99.750;+0.30%+0.300;03/04/202414:15:22;AT000B092713;16,000;--;--;04/08/2024;D
Hypo-WBB WA Stmk. 14-24/21;99.700;+0.10%+0.100;03/04/202414:15:04;AT0000A1A398;40,000;--;--;11/04/2024;D
RaiffWBB 1-1,9% StzWA 16-26/12;96.050;+0.05%+0.050;03/04/202414:15:02;AT000B124557;40,000;--;--;05/12/2026;D
sWBB 3,25% Wohnbauanl.23-33/01;101.000;0.00%0.000;03/04/202414:15:02;AT000B116892;15,000;--;--;09/01/2033;D
WrStaedVIG 3,5% nr SV 17-27/1;99.700;+0.40%+0.400;03/04/202414:00:15;AT0000A1VKJ4;4,000;--;--;05/11/2027;D
RLOOE Nr Fixzinsanl.16-26/44;95.000;-1.58%-1.530;03/04/202413:16:11;AT0000A1LHS2;4,000;--;--;06/21/2026;D
BKS 1% Obl. 18-24/1;99.410;+1.39%+1.360;03/04/202413:15:37;AT0000A1ZYC1;20,000;--;--;03/16/2024;D
S IMMO 1,875% Anl.19-26/S1/19;94.000;+3.30%+3.000;03/04/202413:00:44;AT0000A285H4;30,000;--;--;05/22/2026;D
EGB 1,60% Anl.22-27/DIP S1709;92.900;+0.22%+0.200;03/04/202413:00:29;AT0000A2XLJ6;6,000;--;--;05/31/2027;D
RLBStmk 4,8 % NR Anl.13-24/1;99.420;-0.08%-0.080;03/04/202413:00:28;AT000B091921;6,000;--;--;05/27/2024;D
3BK-WBB WA TH Oberbank 12-24;98.520;+0.01%+0.010;03/04/202413:00:26;AT0000A0VSY8;20,000;--;--;07/31/2024;D
BKS 2,25 % nr Obl. 18-26/3;94.000;+1.08%+1.000;03/04/202413:00:21;AT0000A23JY8;20,000;--;--;10/01/2026;D
3BK-WBB Stuf.Zins.WA.14-26/BTV;101.020;-0.36%-0.370;03/04/202413:00:15;AT0000A17KW2;29,000;--;--;05/12/2026;D
BKS 5%  Nachr.Obl.22-32/6;101.900;-1.07%-1.100;03/04/202413:00:07;AT0000A30749;180,000;--;--;10/10/2032;D
BKS 0,375% Green Bond 19-24/2;98.150;+0.20%+0.200;03/04/202413:00:01;AT0000A28XQ4;100,000;--;--;09/03/2024;D
OB Jubilaeumsanl. II 19-26;93.650;+0.13%+0.120;03/04/202413:00:00;AT000B126925;50,000;--;--;02/08/2026;D
Hypo-WBB WA Sbg. 12-27/8;97.000;-1.52%-1.500;03/01/202414:30:34;AT0000A0T6U8;160,000;--;--;01/25/2027;D
LH STEI OPF.R.147/16-25;97.250;-5.17%-5.300;03/01/202414:30:24;AT000B088224;160,000;--;--;01/13/2025;D
